pitcher,p_throws,stand,events,avg_launch_speed,avg_launch_angle,xba,woba,xwoba,iso,brl_pct
641401,R,L,3,94.83333333333333,14.333333333333334,0.7,0.9666666666666667,0.8330000000000001,1,0.3333333333333333
641401,R,R,2,104.5,20,0.677,0.45,0.911,0,1
641540,R,L,6,88.56666666666666,19.666666666666668,0.12466666666666666,0.15,0.11883333333333335,0,0
641540,R,R,5,96.2,-1.2,0.3602,0.43,0.3578,0.2,0
641627,R,L,5,88.52,9.8,0.3372,0.54,0.3174,0,0
641627,R,R,4,84.225,-10.5,0.20124999999999998,0.45,0.22774999999999998,0,0
641729,R,L,1,103.8,-1,0.431,0,0.389,0,0
641729,R,R,2,101.6,7,0.606,0.45,0.564,0,0
641835,L,L,2,95.05,8,0.5485,0.9,0.507,0,0
641835,L,R,1,82.7,19,0.909,0.9,0.864,0,0
642100,L,L,1,NA,NA,NA,0,NA,0,NA
642100,L,R,2,102.25,0.5,0.4345,0,0.4125,0,0
642121,R,L,5,100.66666666666667,15.333333333333334,0.7996666666666666,0.58,1.0613333333333332,0.6,0.3333333333333333
642121,R,R,7,86.98333333333333,21.666666666666668,0.287,0.38571428571428573,0.43283333333333335,0.42857142857142855,0.16666666666666666
642207,R,L,3,88.15,5.5,0.3955,0.3,0.356,0,0
642207,R,R,1,93.6,5,0.503,0.9,0.503,0,0
642232,L,L,2,70.5,-41.5,0.1325,0,0.1195,0,0
642232,L,R,3,85.2,14,0.203,0,0.183,0,0
642239,L,L,3,90.25,54,0.1475,0,0.1985,0,0
642239,L,R,1,61.4,-26,0.066,0,0.062,0,0
642397,L,L,3,74.2,-62,0.303,0.7666666666666666,0.276,0,0
642397,L,R,1,68.4,34,0.84,0.9,0.773,0,0
642528,R,R,1,80.5,37,0.029,0,0.035,0,0
642546,R,L,4,81.775,-4,0.2505,0,0.422,0,0.25
642546,R,R,3,105.6,24,0.949,0.5333333333333333,1.824,0.6666666666666666,1
642585,R,L,6,94.96666666666667,16.666666666666668,0.3606666666666667,0.4166666666666667,0.3446666666666667,0,0
642585,R,R,4,95.46666666666667,-6,0.34,0.725,0.45566666666666666,0.75,0.3333333333333333
642701,R,L,1,83.7,6,0.423,0,0.409,0,0
642701,R,R,2,NA,NA,NA,0,NA,0,NA
642758,R,L,1,81.1,2,0.226,0,0.216,0,0
642758,R,R,2,NA,NA,NA,0,NA,0,NA
642770,R,L,1,77.6,34,0.089,0,0.091,0,0
642770,R,R,2,84.2,46,0.011,0,0.012,0,0
643256,R,L,5,90.55,31.5,0.06775,0.13999999999999999,0.1015,0,0
643256,R,R,2,103.95,-8.5,0.3555,0,0.38749999999999996,0,0
643377,R,L,2,96.15,-16.5,0.15,0,0.135,0,0
643377,R,R,4,100.3,-3.6666666666666665,0.241,0.175,0.2623333333333333,0,0
643410,R,L,3,84.1,54,0.026,0,0.027,0,0
643410,R,R,1,NA,NA,NA,0.7,NA,0,NA
643511,R,L,1,NA,NA,NA,0,NA,0,NA
643511,R,R,3,89.4,-15.666666666666666,0.3826666666666667,0.3,0.45699999999999996,0,0
645261,R,L,15,89.58181818181818,2,0.3357272727272727,0.21333333333333332,0.33554545454545454,0,0
645261,R,R,8,96.66666666666667,-16.333333333333332,0.1895,0.2875,0.18316666666666667,0,0
647315,R,R,3,101.25,-23,0.1215,0,0.12,0,0
650556,R,L,7,81.26666666666667,-6.666666666666667,0.271,0.1285714285714286,0.24766666666666665,0,0
650633,R,L,7,77.53333333333333,-16,0.42566666666666664,0.5071428571428571,0.404,0.14285714285714285,0
650633,R,R,4,80.43333333333334,11.666666666666666,0.523,0.45,0.483,0,0
650644,R,L,10,92.21111111111111,15.444444444444445,0.1418888888888889,0.09,0.19833333333333333,0,0
650644,R,R,13,84.45,-5.4,0.218,0.19230769230769232,0.2039,0,0
650895,R,L,1,106.9,31,0.963,2,1.966,3,1
650895,R,R,3,74.65,24.5,0.10550000000000001,0,0.10450000000000001,0,0
656061,R,L,5,93.2,-4.333333333333333,0.223,0.13999999999999999,0.34933333333333333,0,0
656061,R,R,2,NA,NA,NA,0,NA,0,NA
656234,R,L,5,85.2,28.75,0.1025,0,0.17775,0,0
656234,R,R,5,82.4,-11.666666666666666,0.221,0.32,0.20466666666666666,0,0
656271,L,L,5,91.80000000000001,-29,0.09,0.18,0.081,0,0
656271,L,R,4,78.475,24,0.2455,0.45,0.228,0,0
656302,R,L,5,105.1,18,0.534,0.13999999999999999,0.687,0,0
656302,R,R,17,89.01,12.1,0.2449,0.10588235294117647,0.2816,0,0.1
656353,L,L,5,88.825,25.75,0.44075,0.18,0.4725,0,0
656353,L,R,9,90.7,6.666666666666667,0.5185,0.2777777777777778,0.4911666666666667,0,0
656427,R,L,9,81.43333333333334,43.333333333333336,0.079,0.2333333333333333,0.07533333333333334,0,0
656427,R,R,13,87.14285714285714,-2.7142857142857144,0.187,0.2692307692307692,0.1772857142857143,0,0
656464,R,L,2,NA,NA,NA,0,NA,0,NA
656464,R,R,6,92.24,20.6,0.3536,0.6583333333333333,0.529,0.6666666666666666,0.2
656578,R,L,5,82.07499999999999,29.5,0.18575,0,0.1765,0,0
656578,R,R,6,91.48333333333333,8,0.28850000000000003,0.35833333333333334,0.29383333333333334,0.16666666666666666,0
656605,R,L,11,84.10000000000001,12.2,0.5068,0.43636363636363634,0.4864,0.18181818181818182,0.2
656605,R,R,12,81.51666666666667,-0.8333333333333334,0.36116666666666664,0.43333333333333335,0.49783333333333335,0.25,0.16666666666666666
656731,R,L,10,90.4,9.666666666666666,0.5481666666666667,0.66,0.5206666666666666,0.2,0
656731,R,R,13,88.075,7,0.382375,0.15384615384615385,0.524875,0.23076923076923078,0.25
656849,L,L,6,76.15,-23.5,0.213,0.26666666666666666,0.19624999999999998,0,0
656849,L,R,16,84.85,7.25,0.40449999999999997,0.50625,0.46475,0.3125,0.08333333333333333
656945,L,L,2,105.6,13,0.863,0.975,0.824,0.5,0
656945,L,R,2,94.94999999999999,-17,0.49,0.45,0.4875,0,0
657006,L,L,5,98.3,9,0.623,0.18,0.561,0,0
657006,L,R,16,87.07272727272728,-2.3636363636363638,0.348,0.178125,0.33254545454545453,0.0625,0
657024,R,L,3,95.8,-10,0.203,0.2333333333333333,0.183,0,0
657024,R,R,5,93.56666666666666,1.3333333333333333,0.42766666666666664,0.36,0.4096666666666667,0,0
657265,R,L,3,91.3,6.666666666666667,0.07233333333333333,0,0.06866666666666667,0,0
657265,R,R,3,93.95,-7.5,0.27149999999999996,0,0.271,0,0
657277,R,L,5,84.83333333333333,24,0.3,0.18,0.2896666666666667,0,0
